Chromosome,Strand,Start,End,ReadCount,ModeLocation,ModeReadCount,Shape,TranscriptLocation,TranscriptID,GeneName,GeneType,X..Capped,tissue
chr6,-,41700616,41700664,7.240998300698,41700640,3.620499150349,None,tss,ENSG00000112561,ENSG00000112561,gene,100,GM12878
chr6,+,6588941,6588960,30.826925898028,6588950.5,15.413462949014,None,tss,ENSG00000112799,ENSG00000112799,gene,100,GM12878
chr5,+,42425077,42425089,0.0273668631499819,42425083,0.0136834315749909,None,tss,ENSG00000112964,ENSG00000112964,gene,100,GM12878
chr5,-,179499108,179499147,7.07375738292916,179499127.5,3.53687869146458,None,tss,ENSG00000113269,ENSG00000113269,gene,100,K562
chr5,+,180336566,180336582,0.424235570904877,180336574,0.212117785452438,None,tss,ENSG00000113303,ENSG00000113303,gene,100,GM12878
chr5,-,35230613,35230638,4.11797083130337,35230625.5,2.05898541565168,None,tss,ENSG00000113494,ENSG00000113494,gene,100,GM12878
chr5,-,100238956,100238994,56.1578091735971,100238975,28.0789045867985,None,tss,ENSG00000113532,ENSG00000113532,gene,100,GM12878
chr5,-,141392584,141392600,9.3815931807681,141392592,4.69079659038405,None,tss,ENSG00000113552,ENSG00000113552,gene,100,K562
chr5,-,38556728,38556771,1.97294343715297,38556749.5,0.986471718576483,None,tss,ENSG00000113594,ENSG00000113594,gene,100,K562
chr5,+,167718604,167718746,4.60233817496979,167718675,2.3011690874849,None,tss,ENSG00000113645,ENSG00000113645,gene,100,GM12878
chr3,-,187463179,187463201,2.52304571733114,187463190,1.26152285866557,None,tss,ENSG00000113916,ENSG00000113916,gene,100,K562
chr3,+,121774202,121774222,20.2279574608027,121774212,10.1139787304014,None,tss,ENSG00000114013,ENSG00000114013,gene,100,GM12878
chr3,-,165555200,165555218,215.399097192922,165555209,107.699548596461,None,tss,ENSG00000114200,ENSG00000114200,gene,100,GM12878
chr3,-,55502162,55502167,0.103780268897933,55502164.5,0.0518901344489664,None,tss,ENSG00000114251,ENSG00000114251,gene,100,GM12878
chr3,+,193853927,193853944,20.4686710866255,193853935.5,10.2343355433127,None,tss,ENSG00000114315,ENSG00000114315,gene,100,K562
chr3,-,50340996,50341012,2.50831623472117,50341004,1.25415811736059,None,tss,ENSG00000114378,ENSG00000114378,gene,100,K562
chr3,-,105587808,105587874,29.9291815966777,105587841,14.9645907983389,None,tss,ENSG00000114423,ENSG00000114423,gene,100,GM12878
chr3,-,179169181,179169273,27.1108894208934,179169227,13.5554447104467,None,tss,ENSG00000114450,ENSG00000114450,gene,100,K562
chr3,-,69249652,69249684,0.925687842887831,69249668,0.462843921443915,None,tss,ENSG00000114541,ENSG00000114541,gene,100,GM12878
chr3,+,127348005,127348063,10.8904493587261,127348034,5.44522467936307,None,tss,ENSG00000114631,ENSG00000114631,gene,100,K562
chr3,-,47620323,47620366,0.54295290203278,47620344.5,0.27147645101639,None,tss,ENSG00000114646,ENSG00000114646,gene,100,K562
chr3,-,50649192,50649212,71.0192076226087,50649202,35.5096038113044,None,tss,ENSG00000114737,ENSG00000114737,gene,100,K562
chr3,-,179691982,179692019,5.19692463682705,179692000.5,2.59846231841352,None,tss,ENSG00000114757,ENSG00000114757,gene,100,GM12878
chr3,-,184079382,184079400,1.31052937267172,184079391,0.655264686335858,None,tss,ENSG00000114859,ENSG00000114859,gene,100,K562
chr3,-,71007886,71007887,0.402400170387807,71007886.5,0.201200085193904,None,tss,ENSG00000114861,ENSG00000114861,gene,100,K562
chr2,+,207308275,207308295,1.38657816336591,207308285,0.693289081682957,None,tss,ENSG00000114948,ENSG00000114948,gene,100,GM12878
chr2,+,228678550,228678570,3.11387547060661,228678560,1.5569377353033,None,tss,ENSG00000115009,ENSG00000115009,gene,100,GM12878
chr2,-,158300556,158300612,146.305454868178,158300584,73.152727434089,None,tss,ENSG00000115165,ENSG00000115165,gene,100,GM12878
chr2,-,158732811,158732865,6.89946306999412,158732838,3.44973153499706,None,tss,ENSG00000115170,ENSG00000115170,gene,100,K562
chr2,+,159825143,159825190,0.840561589491798,159825166.5,0.420280794745899,None,tss,ENSG00000115183,ENSG00000115183,gene,100,GM12878
chr2,-,27718052,27718127,0.587646237261372,27718089.5,0.293823118630686,None,tss,ENSG00000115226,ENSG00000115226,gene,100,K562
chr2,+,182322070,182322155,30.9129462195807,182322112.5,15.4564731097903,None,tss,ENSG00000115232,ENSG00000115232,gene,100,GM12878
chr19,+,1491144,1491223,70.0208421284007,1491183.5,35.0104210642004,None,tss,ENSG00000115255,ENSG00000115255,gene,100,K562
chr2,-,163175133,163175222,60.1487509693691,163175177.5,30.0743754846846,None,tss,ENSG00000115267,ENSG00000115267,gene,100,GM12878
chr2,+,163200618,163200667,23.476485161553,163200642.5,11.7382425807765,None,tss,ENSG00000115271,ENSG00000115271,gene,100,GM12878
chr2,+,29338464,29338485,0.625380636618389,29338474.5,0.312690318309195,None,tss,ENSG00000115295,ENSG00000115295,gene,100,GM12878
chr2,-,74780176,74780259,6.97654254867165,74780217.5,3.48827127433582,None,tss,ENSG00000115318,ENSG00000115318,gene,100,GM12878
chr2,-,55646957,55647027,14.4834780267565,55646992,7.24173901337827,None,tss,ENSG00000115355,ENSG00000115355,gene,100,K562
chr2,-,191878874,191878938,152.356087832337,191878906,76.1780439161687,None,tss,ENSG00000115415,ENSG00000115415,gene,100,GM12878
chr2,+,102615532,102615543,0.259670247814806,102615537.5,0.129835123907403,None,tss,ENSG00000115590,ENSG00000115590,gene,100,GM12878
chr2,+,102972681,102972685,1.4184272672227,102972683,0.709213633611352,None,tss,ENSG00000115604,ENSG00000115604,gene,100,GM12878
chr2,+,8822176,8822196,583.078242208578,8822186,291.539121104289,None,tss,ENSG00000115738,ENSG00000115738,gene,100,GM12878
chr2,-,20424884,20424897,4.50953062581078,20424890.5,2.25476531290539,None,tss,ENSG00000115884,ENSG00000115884,gene,100,GM12878
chr2,-,175462523,175462539,163.271263462116,175462531,81.635631731058,None,tss,ENSG00000115935,ENSG00000115935,gene,100,GM12878
chr2,+,68592406,68592424,283.16666739102,68592415,141.58333369551,None,tss,ENSG00000115956,ENSG00000115956,gene,100,GM12878
chr2,-,151344172,151344187,23.1598903070566,151344179.5,11.5799451535283,None,tss,ENSG00000115963,ENSG00000115963,gene,100,GM12878
chr1,+,170632115,170632136,10.4598214797229,170632125.5,5.22991073986143,None,tss,ENSG00000116132,ENSG00000116132,gene,100,GM12878
chr1,+,178694362,178694400,0.851757946972778,178694381,0.425878973486389,None,tss,ENSG00000116191,ENSG00000116191,gene,100,K562
chr1,+,65720089,65720155,42.2878280961335,65720122,21.1439140480668,None,tss,ENSG00000116675,ENSG00000116675,gene,100,K562
chr1,+,65991324,65991417,40.465108796778,65991370.5,20.232554398389,None,tss,ENSG00000116678,ENSG00000116678,gene,100,K562
chr1,-,183559575,183559602,61.6748879447096,183559588.5,30.8374439723548,None,tss,ENSG00000116701,ENSG00000116701,gene,100,GM12878
chr1,-,15911510,15911579,9.8091197217547,15911544.5,4.90455986087735,None,tss,ENSG00000116771,ENSG00000116771,gene,100,GM12878
chr1,-,236228490,236228507,3.00324057848637,236228498.5,1.50162028924319,None,tss,ENSG00000116962,ENSG00000116962,gene,100,GM12878
chr1,-,40367530,40367597,5.73358424458534,40367563.5,2.86679212229267,None,tss,ENSG00000116990,ENSG00000116990,gene,100,K562
chr1,-,160616804,160616822,294.390114426225,160616813,147.195057213113,None,tss,ENSG00000117090,ENSG00000117090,gene,100,GM12878
chr1,-,160681597,160681619,215.218943941828,160681608,107.609471970914,None,tss,ENSG00000117091,ENSG00000117091,gene,100,GM12878
chr1,+,82266053,82266069,1.25685010460383,82266061,0.628425052301916,None,tss,ENSG00000117114,ENSG00000117114,gene,100,GM12878
chr1,-,17445939,17445954,3.5892267031202,17445946.5,1.7946133515601,None,tss,ENSG00000117115,ENSG00000117115,gene,100,GM12878
chr1,+,162531503,162531519,78.9470365177226,162531511,39.4735182588613,None,tss,ENSG00000117143,ENSG00000117143,gene,100,K562
chr1,-,89488510,89488560,2.89082246889013,89488535,1.44541123444506,None,tss,ENSG00000117226,ENSG00000117226,gene,100,GM12878
chr1,-,89530986,89531019,5.54698329686427,89531002.5,2.77349164843214,None,tss,ENSG00000117228,ENSG00000117228,gene,100,GM12878
chr1,+,172628236,172628251,0.859253108468581,172628243.5,0.42962655423429,None,tss,ENSG00000117560,ENSG00000117560,gene,100,GM12878
chr1,-,173176462,173176477,23.5762804420347,173176469.5,11.7881402210173,None,tss,ENSG00000117586,ENSG00000117586,gene,100,GM12878
chr2,-,216878240,216878288,15.9135346990776,216878264,7.95676734953882,None,tss,ENSG00000118242,ENSG00000118242,gene,100,GM12878
chr2,-,208031542,208031595,3.98953684875058,208031568.5,1.99476842437529,None,tss,ENSG00000118263,ENSG00000118263,gene,100,GM12878
chr18,-,29264669,29264717,4.59931251102371,29264693,2.29965625551185,None,tss,ENSG00000118276,ENSG00000118276,gene,100,GM12878
chr6,-,76203489,76203522,11.5169798596682,76203505.5,5.75848992983412,None,tss,ENSG00000118407,ENSG00000118407,gene,100,GM12878
chr6,-,79944336,79944440,195.166157818734,79944388,97.5830789093672,None,tss,ENSG00000118418,ENSG00000118418,gene,100,GM12878
chr6,-,88876058,88876072,0.875147220054259,88876065,0.43757361002713,None,tss,ENSG00000118432,ENSG00000118432,gene,100,GM12878
chr6,+,138188378,138188415,134.568050214641,138188396.5,67.2840251073203,None,tss,ENSG00000118503,ENSG00000118503,gene,100,GM12878
chr6,+,146864862,146864881,0.52412560380485,146864871.5,0.262062801902425,None,tss,ENSG00000118508,ENSG00000118508,gene,100,K562
chr12,+,59989791,59989874,6.03213980959648,59989832.5,3.01606990479824,None,tss,ENSG00000118596,ENSG00000118596,gene,100,GM12878
chr4,+,88928777,88928822,2.95576312307377,88928799.5,1.47788156153689,None,tss,ENSG00000118762,ENSG00000118762,gene,100,GM12878
chr4,+,77227870,77227903,0.298960669506851,77227886.5,0.149480334753426,None,tss,ENSG00000118804,ENSG00000118804,gene,100,K562
chr13,-,74708411,74708436,2.31525416672495,74708423.5,1.15762708336248,None,tss,ENSG00000118922,ENSG00000118922,gene,100,GM12878
chr2,-,200323414,200323455,20.5707077691763,200323434.5,10.2853538845881,None,tss,ENSG00000119042,ENSG00000119042,gene,100,K562
chr9,+,101569944,101569973,19.3889179215727,101569958.5,9.69445896078633,None,tss,ENSG00000119514,ENSG00000119514,gene,100,K562
chr14,+,74035970,74036005,11.6407348331936,74035987.5,5.82036741659678,None,tss,ENSG00000119673,ENSG00000119673,gene,100,GM12878
chr14,+,76777051,76777061,0.130708356211826,76777056,0.065354178105913,None,tss,ENSG00000119715,ENSG00000119715,gene,100,K562
chr2,+,23608064,23608081,8.3298932740755,23608072.5,4.16494663703775,None,tss,ENSG00000119771,ENSG00000119771,gene,100,GM12878
chr2,+,24272576,24272619,0.580066132796798,24272597.5,0.290033066398399,None,tss,ENSG00000119782,ENSG00000119782,gene,100,K562
chr2,+,64681641,64681683,1.21123087361702,64681662,0.605615436808508,None,tss,ENSG00000119862,ENSG00000119862,gene,100,GM12878
chr2,+,47596415,47596470,38.3141428319763,47596442.5,19.1570714159882,None,tss,ENSG00000119888,ENSG00000119888,gene,100,K562
chr6,+,71998506,71998522,2.7897037197481,71998514,1.39485185987405,None,tss,ENSG00000119900,ENSG00000119900,gene,100,GM12878
chr10,+,103986050,103986062,0.261847438742834,103986056,0.130923719371417,None,tss,ENSG00000119915,ENSG00000119915,gene,100,K562
chr10,+,91092277,91092294,8.76363086169425,91092285.5,4.38181543084712,None,tss,ENSG00000119917,ENSG00000119917,gene,100,GM12878
chr10,+,91061795,91061812,3.69945994757537,91061803.5,1.84972997378768,None,tss,ENSG00000119922,ENSG00000119922,gene,100,GM12878
chr10,-,93392811,93392835,0.0559405289919477,93392823,0.0279702644959738,None,tss,ENSG00000119938,ENSG00000119938,gene,100,K562
chr10,-,99446965,99447007,1.92415228630641,99446986,0.962076143153207,None,tss,ENSG00000119986,ENSG00000119986,gene,100,K562
chr10,-,103815874,103815953,11.0055722935671,103815913.5,5.50278614678355,None,tss,ENSG00000120029,ENSG00000120029,gene,100,GM12878
chr17,-,46692318,46692362,0.448496323946608,46692340,0.224248161973304,None,tss,ENSG00000120068,ENSG00000120068,gene,100,K562
chr9,+,5450534,5450551,47.6065868306889,5450542.5,23.8032934153444,None,tss,ENSG00000120217,ENSG00000120217,gene,100,GM12878
chr6,-,150185435,150185501,3.38605085806728,150185468,1.69302542903364,None,tss,ENSG00000120256,ENSG00000120256,gene,100,K562
chr6,+,150920999,150921062,2.42778478674585,150921030.5,1.21389239337292,None,tss,ENSG00000120278,ENSG00000120278,gene,100,GM12878
chrX,-,30595876,30595890,57.0522076852165,30595883,28.5261038426082,None,tss,ENSG00000120280,ENSG00000120280,gene,100,GM12878
chr5,-,141061777,141061813,6.04691783146248,141061795,3.02345891573124,None,tss,ENSG00000120318,ENSG00000120318,gene,100,K562
chr13,+,43597714,43597774,115.480335424294,43597744,57.740167712147,None,tss,ENSG00000120675,ENSG00000120675,gene,100,GM12878
chr12,+,93964769,93964848,26.5473121542765,93964808.5,13.2736560771383,None,tss,ENSG00000120833,ENSG00000120833,gene,100,K562
chr8,-,29208183,29208208,83.3972844308179,29208195.5,41.698642215409,None,tss,ENSG00000120875,ENSG00000120875,gene,100,GM12878
chr8,+,22423219,22423330,3.06729079832147,22423274.5,1.53364539916074,None,tss,ENSG00000120896,ENSG00000120896,gene,100,K562
chr8,+,74206829,74206846,6.48473297445927,74206837.5,3.24236648722964,None,tss,ENSG00000121039,ENSG00000121039,gene,100,K562
chr1,-,53387386,53387453,2.00569657750716,53387419.5,1.00284828875358,None,tss,ENSG00000121310,ENSG00000121310,gene,100,GM12878
chr12,-,14720824,14720850,1.78543309931083,14720837,0.892716549655415,None,tss,ENSG00000121316,ENSG00000121316,gene,100,K562
chr12,-,21927736,21927768,0.392986521273842,21927752,0.196493260636921,None,tss,ENSG00000121361,ENSG00000121361,gene,100,K562
chr3,-,119278446,119278477,31.7799104724341,119278461.5,15.8899552362171,None,tss,ENSG00000121594,ENSG00000121594,gene,100,GM12878
chr11,+,45921651,45921708,3.48981044589475,45921679.5,1.74490522294738,None,tss,ENSG00000121653,ENSG00000121653,gene,100,K562
chr11,+,33037416,33037470,7.40799773855063,33037443,3.70399886927532,None,tss,ENSG00000121690,ENSG00000121690,gene,100,K562
chr3,+,46448742,46448764,0.475765179277478,46448753,0.237882589638739,None,tss,ENSG00000121797,ENSG00000121797,gene,100,K562
chr3,-,172241250,172241274,5.88316533458734,172241262,2.94158266729367,None,tss,ENSG00000121858,ENSG00000121858,gene,100,GM12878
chr1,-,33366931,33367007,2.59867499718938,33366969,1.29933749859469,None,tss,ENSG00000121900,ENSG00000121900,gene,100,K562
chr2,-,136875712,136875725,234.220303421317,136875718.5,117.110151710658,None,tss,ENSG00000121966,ENSG00000121966,gene,100,GM12878
chrX,+,128913906,128913957,100.986856320698,128913931.5,50.4934281603489,None,tss,ENSG00000122122,ENSG00000122122,gene,100,GM12878
chr9,+,138453595,138453608,1.19595331740007,138453601.5,0.597976658700034,None,tss,ENSG00000122133,ENSG00000122133,gene,100,K562
chr1,+,203734296,203734318,1.86740568499654,203734307,0.933702842498268,None,tss,ENSG00000122188,ENSG00000122188,gene,100,GM12878
chr1,-,160832600,160832618,1.80997293546578,160832609,0.904986467732892,None,tss,ENSG00000122223,ENSG00000122223,gene,100,GM12878
chr1,+,160765947,160765976,10.1014374934383,160765961.5,5.05071874671914,None,tss,ENSG00000122224,ENSG00000122224,gene,100,GM12878
chr7,+,29846099,29846181,6.2329511898949,29846140,3.11647559494745,None,tss,ENSG00000122574,ENSG00000122574,gene,100,K562
chr7,+,32996997,32997094,2.82696565509432,32997045.5,1.41348282754716,None,tss,ENSG00000122642,ENSG00000122642,gene,100,K562
chr7,+,12727250,12727265,117.264083794561,12727257.5,58.6320418972803,None,tss,ENSG00000122644,ENSG00000122644,gene,100,K562
chr9,+,36136700,36136739,4.98753006946208,36136719.5,2.49376503473104,None,tss,ENSG00000122694,ENSG00000122694,gene,100,K562
chr10,+,70847852,70847873,2364.65258593144,70847862.5,1182.32629296572,None,tss,ENSG00000122862,ENSG00000122862,gene,100,GM12878
chr10,-,64576105,64576133,69.5653592269992,64576119,34.7826796134996,None,tss,ENSG00000122877,ENSG00000122877,gene,100,GM12878
chr12,-,111126910,111126949,46.0960129505907,111126929.5,23.0480064752954,None,tss,ENSG00000122986,ENSG00000122986,gene,100,GM12878
chr12,-,26986076,26986147,84.4146147067084,26986111.5,42.2073073533542,None,tss,ENSG00000123104,ENSG00000123104,gene,100,GM12878
chr13,-,52553132,52553141,0.177235236089809,52553136.5,0.0886176180449043,None,tss,ENSG00000123191,ENSG00000123191,gene,100,K562
chr10,+,13142075,13142193,32.5238931984705,13142134,16.2619465992352,None,tss,ENSG00000123240,ENSG00000123240,gene,100,GM12878
chr12,+,54955235,54955255,0.105675996798598,54955245,0.0528379983992988,None,tss,ENSG00000123360,ENSG00000123360,gene,100,GM12878
chr12,-,54689532,54689551,35.8719185529621,54689541.5,17.9359592764811,None,tss,ENSG00000123405,ENSG00000123405,gene,100,K562
chr1,-,212873267,212873332,6.74038682752006,212873299.5,3.37019341376003,None,tss,ENSG00000123685,ENSG00000123685,gene,100,GM12878
chr17,+,68165657,68165688,2.44680294643793,68165672.5,1.22340147321896,None,tss,ENSG00000123700,ENSG00000123700,gene,100,GM12878
chr1,+,207226574,207226646,18.8716097777952,207226610,9.4358048888976,None,tss,ENSG00000123836,ENSG00000123836,gene,100,K562
chr2,-,220417397,220417468,2.02985605815594,220417432.5,1.01492802907797,None,tss,ENSG00000124006,ENSG00000124006,gene,100,K562
chr2,-,225266743,225266773,1.55268806054825,225266758,0.776344030274127,None,tss,ENSG00000124019,ENSG00000124019,gene,100,K562
chr20,-,56100179,56100208,99.4041168810098,56100193.5,49.7020584405049,None,tss,ENSG00000124092,ENSG00000124092,gene,100,K562
chr20,+,54934001,54934073,88.9471130721805,54934037,44.4735565360903,None,tss,ENSG00000124098,ENSG00000124098,gene,100,K562
chr20,+,42543441,42543497,44.6896823239119,42543469,22.3448411619559,None,tss,ENSG00000124191,ENSG00000124191,gene,100,GM12878
chr20,+,48599506,48599526,14.1002252415432,48599516,7.05011262077158,None,tss,ENSG00000124216,ENSG00000124216,gene,100,K562
chr20,+,49411543,49411635,31.7753842568411,49411589,15.8876921284205,None,tss,ENSG00000124243,ENSG00000124243,gene,100,GM12878
chr20,-,56195474,56195506,1.70768674680345,56195490,0.853843373401725,None,tss,ENSG00000124256,ENSG00000124256,gene,100,GM12878
chrX,-,53310747,53310775,10.0079649146975,53310761,5.00398245734877,None,tss,ENSG00000124313,ENSG00000124313,gene,100,K562
chr4,-,42659102,42659161,29.8753527855739,42659131.5,14.9376763927869,None,tss,ENSG00000124406,ENSG00000124406,gene,100,GM12878
chrX,-,84634683,84634705,7.2399667488129,84634694,3.61998337440645,None,tss,ENSG00000124429,ENSG00000124429,gene,100,GM12878
chr6,-,2971792,2971812,19.2612246495951,2971802,9.63061232479753,None,tss,ENSG00000124570,ENSG00000124570,gene,100,K562
chr6,+,3000119,3000136,29.1557208875264,3000127.5,14.5778604437632,None,tss,ENSG00000124588,ENSG00000124588,gene,100,K562
chr6,+,38690668,38690714,6.62202469600295,38690691,3.31101234800147,None,tss,ENSG00000124721,ENSG00000124721,gene,100,K562
chr6,-,41254410,41254441,0.050942270498634,41254425.5,0.025471135249317,None,tss,ENSG00000124731,ENSG00000124731,gene,100,GM12878
chr6,+,36646476,36646498,322.811522005127,36646487,161.405761002564,None,tss,ENSG00000124762,ENSG00000124762,gene,100,GM12878
chr6,+,21593973,21593988,66.412419620519,21593980.5,33.2062098102595,None,tss,ENSG00000124766,ENSG00000124766,gene,100,GM12878
chr6,-,36725157,36725188,36.2758753942885,36725172.5,18.1379376971442,None,tss,ENSG00000124772,ENSG00000124772,gene,100,GM12878
chr6,-,6007111,6007181,19.7332359548879,6007146,9.86661797744397,None,tss,ENSG00000124785,ENSG00000124785,gene,100,GM12878
chr6,-,16761678,16761715,63.9468322864945,16761696.5,31.9734161432472,None,tss,ENSG00000124788,ENSG00000124788,gene,100,GM12878
chr4,+,75230853,75230871,5.9900052104595,75230862,2.99500260522975,None,tss,ENSG00000124882,ENSG00000124882,gene,100,K562
chr4,+,8200966,8201076,13.3494765090927,8201021,6.67473825454635,None,tss,ENSG00000125089,ENSG00000125089,gene,100,GM12878
chr13,-,99910620,99910660,2.45139769756938,99910640,1.22569884878469,None,tss,ENSG00000125245,ENSG00000125245,gene,100,GM12878
chrX,-,119445263,119445298,0.0273668631499819,119445280.5,0.0136834315749909,None,tss,ENSG00000125355,ENSG00000125355,gene,100,GM12878
chr17,+,70117153,70117174,62.2673645483755,70117163.5,31.1336822741877,None,tss,ENSG00000125398,ENSG00000125398,gene,100,GM12878
chr17,+,14204389,14204416,7.42725576309775,14204402.5,3.71362788154887,None,tss,ENSG00000125430,ENSG00000125430,gene,100,K562
chr19,-,6591113,6591172,89.2572706307136,6591142.5,44.6286353153568,None,tss,ENSG00000125726,ENSG00000125726,gene,100,GM12878
chr19,-,6720653,6720670,0.140552731644973,6720661.5,0.0702763658224865,None,tss,ENSG00000125730,ENSG00000125730,gene,100,K562
chr19,-,6670162,6670181,18.9379609404271,6670171.5,9.46898047021357,None,tss,ENSG00000125735,ENSG00000125735,gene,100,GM12878
chr20,+,6748325,6748352,4.97136336495987,6748338.5,2.48568168247994,None,tss,ENSG00000125845,ENSG00000125845,gene,100,GM12878
chr20,-,14318211,14318232,2.07835603092867,14318221.5,1.03917801546434,None,tss,ENSG00000125848,ENSG00000125848,gene,100,GM12878
chr20,-,590944,590960,1.5499930632605,590952,0.774996531630252,None,tss,ENSG00000125878,ENSG00000125878,gene,100,K562
chr20,-,1166543,1166569,0.973052654070639,1166556,0.486526327035319,None,tss,ENSG00000125895,ENSG00000125895,gene,100,K562
chrX,-,71526813,71526840,1.01914880762944,71526826.5,0.50957440381472,None,tss,ENSG00000125931,ENSG00000125931,gene,100,K562
chr20,-,32262179,32262249,28.1933494144055,32262214,14.0966747072028,None,tss,ENSG00000125967,ENSG00000125967,gene,100,K562
chr20,+,30193083,30193098,112.83010181583,30193090.5,56.415050907915,None,tss,ENSG00000125968,ENSG00000125968,gene,100,K562
chrX,+,16141567,16141572,0.0771791976031937,16141569.5,0.0385895988015968,None,tss,ENSG00000126010,ENSG00000126010,gene,100,GM12878
chrX,-,112084099,112084131,1.20667362596044,112084115,0.603336812980221,None,tss,ENSG00000126016,ENSG00000126016,gene,100,GM12878
chr1,+,45477901,45477935,181.589563272424,45477918,90.794781636212,None,tss,ENSG00000126088,ENSG00000126088,gene,100,K562
chr17,-,38721717,38721730,548.917510614844,38721723.5,274.458755307422,None,tss,ENSG00000126353,ENSG00000126353,gene,100,GM12878
chr17,+,40932610,40932660,14.5287492059701,40932635,7.26437460298507,None,tss,ENSG00000126562,ENSG00000126562,gene,100,K562
chr1,-,27998692,27998710,71.1469218099483,27998701,35.5734609049741,None,tss,ENSG00000126709,ENSG00000126709,gene,100,GM12878
chrX,+,48114805,48114830,4.29784714964996,48114817.5,2.14892357482498,None,tss,ENSG00000126752,ENSG00000126752,gene,100,K562
chr14,+,64971438,64971450,2.7486651136284,64971444,1.3743325568142,None,tss,ENSG00000126804,ENSG00000126804,gene,100,GM12878
chr17,-,29648586,29648735,10.0497576836131,29648660.5,5.02487884180654,None,tss,ENSG00000126860,ENSG00000126860,gene,100,GM12878
chr9,+,133971909,133971927,4.3688372481984,133971918,2.1844186240992,None,tss,ENSG00000126878,ENSG00000126878,gene,100,K562
chr9,+,134000965,134001043,197.573601833208,134001004,98.786800916604,None,tss,ENSG00000126883,ENSG00000126883,gene,100,K562
chr1,+,192605252,192605295,0.0273668631499819,192605273.5,0.0136834315749909,None,tss,ENSG00000127074,ENSG00000127074,gene,100,GM12878
chr9,+,95726554,95726616,9.84648863344393,95726585,4.92324431672197,None,tss,ENSG00000127084,ENSG00000127084,gene,100,GM12878
chr14,-,99738138,99738163,0.0536037902545416,99738150.5,0.0268018951272708,None,tss,ENSG00000127152,ENSG00000127152,gene,100,GM12878
chr4,+,1005396,1005438,12.5214981747135,1005417,6.26074908735675,None,tss,ENSG00000127418,ENSG00000127418,gene,100,K562
chr19,-,14887645,14887660,10.978642658427,14887652.5,5.48932132921349,None,tss,ENSG00000127507,ENSG00000127507,gene,100,K562
chr19,+,16999654,16999673,3.13081143177799,16999663.5,1.565405715889,None,tss,ENSG00000127533,ENSG00000127533,gene,100,K562
chr13,+,24144796,24144809,0.210623705216836,24144802.5,0.105311852608418,None,tss,ENSG00000127863,ENSG00000127863,gene,100,GM12878
chr7,-,94285402,94285462,3.98260721857851,94285432,1.99130360928926,None,tss,ENSG00000127990,ENSG00000127990,gene,100,GM12878
chr4,+,56212381,56212454,9.76559677924717,56212417.5,4.88279838962358,None,tss,ENSG00000128039,ENSG00000128039,gene,100,K562
chr22,+,26825213,26825281,4.86991797510255,26825247,2.43495898755128,None,tss,ENSG00000128203,ENSG00000128203,gene,100,GM12878
chr22,+,21996575,21996642,46.1995803456165,21996608.5,23.0997901728083,None,tss,ENSG00000128228,ENSG00000128228,gene,100,K562
chr22,+,24823555,24823580,6.11466542392204,24823567.5,3.05733271196102,None,tss,ENSG00000128271,ENSG00000128271,gene,100,GM12878
chr22,+,37956479,37956511,33.3924587923542,37956495,16.6962293961771,None,tss,ENSG00000128283,ENSG00000128283,gene,100,K562
chr22,-,36556793,36556811,22.6372817646616,36556802,11.3186408823308,None,tss,ENSG00000128284,ENSG00000128284,gene,100,GM12878
chr17,-,39780819,39780835,0.0517080623538767,39780827,0.0258540311769384,None,tss,ENSG00000128422,ENSG00000128422,gene,100,GM12878
chr7,+,129074266,129074306,24.8763444708647,129074286,12.4381722354323,None,tss,ENSG00000128578,ENSG00000128578,gene,100,K562
chr7,+,128470453,128470472,72.2581560170823,128470462.5,36.1290780085412,None,tss,ENSG00000128591,ENSG00000128591,gene,100,K562
chr7,+,128577972,128578047,16.9474910668107,128578009.5,8.47374553340537,None,tss,ENSG00000128604,ENSG00000128604,gene,100,GM12878
chr2,-,178592912,178592926,1.50616118067027,178592919,0.753080590335135,None,tss,ENSG00000128655,ENSG00000128655,gene,100,K562
chr15,+,25200089,25200105,6.32197432795237,25200097,3.16098716397619,None,tss,ENSG00000128739,ENSG00000128739,gene,100,GM12878
chr10,-,49732365,49732380,2.44253133029608,49732372.5,1.22126566514804,None,tss,ENSG00000128805,ENSG00000128805,gene,100,K562
chr10,+,49892904,49892925,20.6584003887398,49892914.5,10.3292001943699,None,tss,ENSG00000128815,ENSG00000128815,gene,100,GM12878
chr15,-,44069156,44069208,6.04135268906994,44069182,3.02067634453497,None,tss,ENSG00000128886,ENSG00000128886,gene,100,GM12878
chr15,-,58357901,58357917,182.437358690273,58357909,91.2186793451367,None,tss,ENSG00000128918,ENSG00000128918,gene,100,K562
chr4,+,169753237,169753255,5.07563441473697,169753246,2.53781720736849,None,tss,ENSG00000129116,ENSG00000129116,gene,100,GM12878
chr11,+,27077015,27077031,7.60793700970733,27077023,3.80396850485366,None,tss,ENSG00000129151,ENSG00000129151,gene,100,GM12878
chr17,+,7554234,7554251,32.8471558468163,7554242.5,16.4235779234081,None,tss,ENSG00000129244,ENSG00000129244,gene,100,K562
chr14,-,24809154,24809215,2.81058010386596,24809184.5,1.40529005193298,None,tss,ENSG00000129465,ENSG00000129465,gene,100,GM12878
chr14,-,21270995,21271013,7.19969127133682,21271004,3.59984563566841,None,tss,ENSG00000129538,ENSG00000129538,gene,100,K562
